Date Pulled,Code,Short Name,Collection,eMASS,Asset,NCCM,Device-Asset,Primary Owner,Sys Admin,RMF Action,ISSO,CCB_SA_Actions,Other,Last Touched,STIGs,Benchmarks,Assessed,Submitted,Accepted,Rejected,CAT3,CAT2,CAT1
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPDMRSD04,,Server_WIN,ThistleM,ThistleM_$,,,,,2 d,9,MS_Dot_Net_Framework IE_11_STIG MS_Defender_Antivirus Windows_Server_2019_STIG HBSS_Rogue_Sensor HBSS_PolicyAuditor McAfee_ENS_10-x_STIG Windows_Firewall_with_Advanced_Security ESS_McAfee_Agent_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPDMWUG01,,Server_WIN,DurskiD,DurskiD_$,,,,,2 d,6,MS_Dot_Net_Framework IE_11_STIG IIS_10-0_Server_STIG Windows_Server_2019_STIG VMW_vSphere_7-0_Virtual_Machine_STIG Windows_Firewall_with_Advanced_Security,100.00%,98.08%,98.08%,0.00%,0,8,4
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPDMWUG01-WhatsUpGold-NA,,DB/WEB,DurskiD,DurskiD_$,,,,,2 d,1,IIS_10-0_Site_STIG,100.00%,93.18%,93.18%,0.00%,0,5,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK8ASDESX01,,Server_VM,CorreiaA,CorreiaA_$,,,,,108 d,1,VMW_vSphere_7-0_ESXi_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK8ASDESX02,,Server_VM,CorreiaA,CorreiaA_$,,,,,108 d,1,VMW_vSphere_7-0_ESXi_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK8ASDESX03,,Server_VM,CorreiaA,CorreiaA_$,,,,,108 d,1,VMW_vSphere_7-0_ESXi_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK8ESX01,,Server_ESXI,CorreiaA,CorreiaA_$,,,,,108 d,1,VMW_vSphere_7-0_ESXi_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK8ESX02,,Server_ESXI,CorreiaA,CorreiaA_$,,,,,108 d,1,VMW_vSphere_7-0_ESXi_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK8ESX03,,Server_ESXI,CorreiaA,CorreiaA_$,,,,,108 d,1,VMW_vSphere_7-0_ESXi_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK8ESX04,,Server_ESXI,CorreiaA,CorreiaA_$,,,,,108 d,1,VMW_vSphere_7-0_ESXi_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK8ESX05,,Server_ESXI,CorreiaA,CorreiaA_$,,,,,108 d,1,VMW_vSphere_7-0_ESXi_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK8ESX06,,Server_ESXI,CorreiaA,CorreiaA_$,,,,,108 d,1,VMW_vSphere_7-0_ESXi_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK8ESX07,,Server_ESXI,CorreiaA,DurskiD_$,,,,,108 d,1,VMW_vSphere_7-0_ESXi_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK8ESX08,,Server_ESXI,CorreiaA,DurskiD_$,,,,,108 d,1,VMW_vSphere_7-0_ESXi_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK8ESX09,,Server_ESXI,CorreiaA,DurskiD_$,,,,,108 d,1,VMW_vSphere_7-0_ESXi_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK8ESX10,,Server_ESXI,CorreiaA,DurskiD_$,,,,,108 d,1,VMW_vSphere_7-0_ESXi_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK8VDIESX01,,Server_ESXI,CorreiaA,DurskiD_$,,,,,108 d,1,VMW_vSphere_7-0_ESXi_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK8VDIESX02,,Server_ESXI,CorreiaA,DurskiD_$,,,,,108 d,1,VMW_vSphere_7-0_ESXi_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK8VDIESX03,,Server_ESXI,CorreiaA,DurskiD_$,,,,,108 d,1,VMW_vSphere_7-0_ESXi_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK8VDIESX04,,Server_ESXI,CorreiaA,DurskiD_$,,,,,108 d,1,VMW_vSphere_7-0_ESXi_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK8VDIESX05,,Server_ESXI,CorreiaA,DurskiD_$,,,,,108 d,1,VMW_vSphere_7-0_ESXi_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK8VDIESX06,,Server_ESXI,CorreiaA,DurskiD_$,,,,,108 d,1,VMW_vSphere_7-0_ESXi_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK8VDIESX07,,Server_ESXI,DurskiD,CorreiaA_$,,,,,108 d,1,VMW_vSphere_7-0_ESXi_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK8VDIESX08,,Server_ESXI,DurskiD,CorreiaA_$,,,,,108 d,1,VMW_vSphere_7-0_ESXi_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK8VDIESX09,,Server_ESXI,DurskiD,CorreiaA_$,,,,,108 d,1,VMW_vSphere_7-0_ESXi_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK8VDIESX10,,Server_ESXI,DurskiD,CorreiaA_$,,,,,108 d,1,VMW_vSphere_7-0_ESXi_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK8VDIESX11,,Server_ESXI,DurskiD,CorreiaA_$,,,,,108 d,1,VMW_vSphere_7-0_ESXi_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK8VDIESX12,,Server_ESXI,CorreiaA,DurskiD_$,,,,,108 d,1,VMW_vSphere_7-0_ESXi_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK8VDIESX13,,Server_ESXI,CorreiaA,DurskiD_$,,,,,108 d,1,VMW_vSphere_7-0_ESXi_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK8VDIESX14,,Server_ESXI,CorreiaA,DurskiD_$,,,,,108 d,1,VMW_vSphere_7-0_ESXi_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK8VDIESX15,,Server_ESXI,CorreiaA,DurskiD_$,,,,,108 d,1,VMW_vSphere_7-0_ESXi_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK8VDIESX16,,Server_ESXI,CorreiaA,DurskiD_$,,,,,108 d,1,VMW_vSphere_7-0_ESXi_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK8VDIESX17,,Server_ESXI,CorreiaA,DurskiD_$,,,,,108 d,1,VMW_vSphere_7-0_ESXi_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK8VDIESX18,,Server_ESXI,CorreiaA,DurskiD_$,,,,,108 d,1,VMW_vSphere_7-0_ESXi_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK8VDIESX19,,Server_ESXI,CorreiaA,DurskiD_$,,,,,108 d,1,VMW_vSphere_7-0_ESXi_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK8VDIESX20,,Server_ESXI,CorreiaA,DurskiD_$,,,,,108 d,1,VMW_vSphere_7-0_ESXi_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK8VDIESX21,,Server_ESXI,CorreiaA,DurskiD_$,,,,,108 d,1,VMW_vSphere_7-0_ESXi_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK8VDIESX22,,Server_ESXI,CorreiaA,DurskiD_$,,,,,108 d,1,VMW_vSphere_7-0_ESXi_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK8VDIESX23,,Server_ESXI,CorreiaA,DurskiD_$,,,,,108 d,1,VMW_vSphere_7-0_ESXi_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK8VDIESX24,,Server_ESXI,CorreiaA,DurskiD_$,,,,,108 d,1,VMW_vSphere_7-0_ESXi_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK8VDIESX25,,Server_ESXI,CorreiaA,BorbaA_$,,,,,108 d,1,VMW_vSphere_7-0_ESXi_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK8VDIESX26,,Server_ESXI,CorreiaA,BorbaA_$,,,,,108 d,1,VMW_vSphere_7-0_ESXi_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK8VDIESX27,,Server_ESXI,CorreiaA,BorbaA_$,,,,,108 d,1,VMW_vSphere_7-0_ESXi_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK8VDIESX28,,Server_ESXI,CorreiaA,BorbaA_$,,,,,108 d,1,VMW_vSphere_7-0_ESXi_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK8VDIESX29,,Server_ESXI,CorreiaA,BorbaA_$,,,,ParkingLot,108 d,1,VMW_vSphere_7-0_ESXi_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK8VDIESX30,,Server_ESXI,CorreiaA,BorbaA_$,,,,,108 d,1,VMW_vSphere_7-0_ESXi_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPK9VC01,,Server_VM,CorreiaA,DurskiD_$,,,,,128 d,2,VMW_vSphere_7-0_vCenter_STIG VMW_vSphere_7-0_Virtual_Machine_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPPSASDPRT01,,Server_WIN,DeragonJ,MaciasP_$,,,,,2 d,5,MS_Dot_Net_Framework IE_11_STIG Windows_Server_2019_STIG VMW_vSphere_7-0_Virtual_Machine_STIG Windows_Firewall_with_Advanced_Security,100.00%,100.00%,100.00%,0.00%,1,3,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPPSPRT01,,Server_WIN,DeragonJ,MaciasP_$,,,,,2 d,5,MS_Dot_Net_Framework IE_11_STIG Windows_Server_2019_STIG VMW_vSphere_7-0_Virtual_Machine_STIG Windows_Firewall_with_Advanced_Security,100.00%,100.00%,100.00%,0.00%,1,3,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPPXF501,,Server_VM,CorreiaA,HelgesenJ_$,,,,,129 d,3,F5_BIG-IP_Local_Traffic_Manager_11-x_STIG F5_BIG-IP_Device_Management_11-x_STIG VMW_vSphere_7-0_Virtual_Machine_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPPXF502,,Server_VM,CorreiaA,HelgesenJ_$,,,,,129 d,3,F5_BIG-IP_Local_Traffic_Manager_11-x_STIG F5_BIG-IP_Device_Management_11-x_STIG VMW_vSphere_7-0_Virtual_Machine_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPRI54ADDC04,,Server_WIN,CorreiaA,HelgesenJ_$,,,,,56 d,5,MS_Dot_Net_Framework MS_Defender_Antivirus Windows_Server_2019_STIG Windows_Firewall_with_Advanced_Security MS_Windows_Server_2022_DNS_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPRIDMZDC01,,Server_WIN,CorreiaA,MinkinG_$,,,,,35 d,6,MS_Dot_Net_Framework IE_11_STIG MS_Defender_Antivirus Windows_Server_2019_STIG Windows_Firewall_with_Advanced_Security MS_Windows_Server_2022_DNS_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPRIDMZDC02,,Server_WIN,CorreiaA,MinkinG_$,,,,,35 d,8,Active_Directory_Domain Active_Directory_Forest MS_Dot_Net_Framework IE_11_STIG MS_Defender_Antivirus Windows_Server_2019_STIG Windows_Firewall_with_Advanced_Security MS_Windows_Server_2022_DNS_STIG,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,NPSCNESSUS01,,Server_RHEL,AndersonL,MedeirosC_$,,,,,21 d,1,RHEL_8_STIG,100.00%,100.00%,99.73%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Servers_1761_Zone A,1761,Zone_B_Enclave,,,,,,,,ParkingLot,78 d,1,Enclave_-_Zone_B,100.00%,100.00%,100.00%,0.00%,0,0,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Workstations_1761_ZoneB,1761,DMZADCONSOLE1,,AD_Console,MinkinG,MinkinG_$,,,,,78 d,7,MS_Dot_Net_Framework MS_Defender_Antivirus MS_Edge_STIG Microsoft_OneDrive MS_Windows_10_STIG Windows_PAW_STIG Windows_Firewall_with_Advanced_Security,100.00%,100.00%,100.00%,0.00%,0,4,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Workstations_1761_ZoneB,1761,NP0044NB438339,,,PerezD,,,,,,51 d,2,MOZ_Firefox_STIG RHEL_8_STIG,90.95%,0.00%,0.00%,0.00%,8,51,1
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Workstations_1761_ZoneB,1761,NP0044WK402135,,,HealeyK,,,,,,28 d,2,MOZ_Firefox_STIG RHEL_8_STIG,100.00%,100.00%,0.00%,0.00%,1,21,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Workstations_1761_ZoneB,1761,NP0044WK405384,,,HealeyK,WellenD_$,,,,,20 d,2,MOZ_Firefox_STIG RHEL_7_STIG,100.00%,88.49%,0.00%,0.00%,0,16,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Workstations_1761_ZoneB,1761,NP0044WK405400,,,HealeyK,BradleyJ_$,,,,,51 d,2,MOZ_Firefox_STIG RHEL_7_STIG,81.29%,0.00%,0.00%,0.00%,0,22,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Workstations_1761_ZoneB,1761,NP0044WKAI01,,,HealeyK,WellenD_$,,,,,20 d,2,MOZ_Firefox_STIG RHEL_7_STIG,100.00%,99.28%,0.00%,0.00%,0,11,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Workstations_1761_ZoneB,1761,NP0044WKPBM01,,,HealeyK,WellenD_$,,,,,20 d,2,MOZ_Firefox_STIG RHEL_7_STIG,100.00%,91.37%,0.00%,0.00%,2,29,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Workstations_1761_ZoneB,1761,NP0163AWVDI01,,Workstation,HelgesenJ,CorreiaA_$,,,,,37 d,13,Adobe_Acrobat_Reader_DC_Continuous_Track_STIG Google_Chrome_Current_Windows MS_Dot_Net_Framework MOZ_Firefox_STIG JRE_8_and_Windows_STIG MS_Defender_Antivirus MS_Edge_STIG MS_Windows_10_STIG Windows_PAW_STIG VMW_vSphere_7-0_Virtual_Machine_STIG Windows_Firewall_with_Advanced_Security IE_11_STIG Microsoft_OneDrive,100.00%,100.00%,100.00%,0.00%,1,7,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Workstations_1761_ZoneB,1761,NP0163AWVDI02,,Workstation,HelgesenJ,CorreiaA_$,,,,,37 d,12,Adobe_Acrobat_Reader_DC_Continuous_Track_STIG Google_Chrome_Current_Windows MS_Dot_Net_Framework MOZ_Firefox_STIG JRE_8_and_Windows_STIG MS_Defender_Antivirus MS_Edge_STIG MS_Windows_10_STIG Windows_PAW_STIG VMW_vSphere_7-0_Virtual_Machine_STIG Windows_Firewall_with_Advanced_Security IE_11_STIG,100.00%,100.00%,100.00%,0.00%,1,7,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Workstations_1761_ZoneB,1761,NP0902AW405378,,Workstation,MinkinG,DurskiD_$,CMDB_Inactive,,,,72 d,7,MS_Dot_Net_Framework MS_Defender_Antivirus MS_Edge_STIG Microsoft_OneDrive MS_Windows_10_STIG Windows_Firewall_with_Advanced_Security Windows_PAW_STIG,100.00%,99.77%,99.53%,0.00%,0,7,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Workstations_1761_ZoneB,1761,NP0902NB402202,,Workstation,IngegneriM,ISSO,,,,,78 d,12,MS_Dot_Net_Framework MS_Defender_Antivirus MS_Edge_STIG Microsoft_Excel_2016 Microsoft_Office_System_2016 Microsoft_OneDrive Microsoft_PowerPoint_2016 Microsoft_Word_2016 MS_Windows_10_STIG Windows_Firewall_with_Advanced_Security Microsoft_Access_2016 Microsoft_Outlook_2016,100.00%,100.00%,100.00%,0.00%,2,2,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Workstations_1761_ZoneB,1761,NP0902NB402273,,,AustinD,PumphreyJ_$,,,,,51 d,2,MOZ_Firefox_STIG RHEL_8_STIG,90.71%,0.00%,0.00%,0.00%,3,60,4
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Workstations_1761_ZoneB,1761,NP0902NB416035,,,KnightB,ISSO,,ActDir_OU,,,66 d,11,Adobe_Acrobat_Reader_DC_Continuous_Track_STIG MS_Dot_Net_Framework MOZ_Firefox_STIG Google_Chrome_Current_Windows IE_11_STIG MS_Defender_Antivirus MS_Edge_STIG Microsoft_OneDrive Windows_Firewall_with_Advanced_Security MS_Windows_10_STIG MS_Office_365_ProPlus_STIG,99.87%,99.87%,99.87%,0.00%,1,2,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Workstations_1761_ZoneB,1761,NP0902NB417887,,,RossoniF,ISSO,,ActDir_OU,,,66 d,12,Google_Chrome_Current_Windows MS_Dot_Net_Framework IE_11_STIG Microsoft_Excel_2016 MS_Edge_STIG MS_Defender_Antivirus Microsoft_Office_System_2016 Microsoft_OneDrive Microsoft_PowerPoint_2016 Microsoft_Word_2016 Windows_Firewall_with_Advanced_Security MS_Windows_10_STIG,100.00%,100.00%,100.00%,0.00%,1,2,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Workstations_1761_ZoneB,1761,NP0902NB418402,,,ThistleM,ThistleM_$,CMDB_Inactive,,,,51 d,2,MOZ_Firefox_STIG RHEL_8_STIG,90.22%,0.00%,0.00%,0.00%,8,41,3
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Workstations_1761_ZoneB,1761,NP0902T2DAW2920,,,AndradeJ,MaciasP_$,,,,,72 d,7,Windows_PAW_STIG Windows_Firewall_with_Advanced_Security MS_Windows_10_STIG MS_Edge_STIG MS_Dot_Net_Framework MS_Defender_Antivirus Microsoft_OneDrive,100.00%,100.00%,100.00%,0.00%,1,5,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Workstations_1761_ZoneB,1761,NP0902T2DAW8419,,,MinkinG,MinkinG_$,,,,,72 d,9,Windows_PAW_STIG Windows_Firewall_with_Advanced_Security MS_Edge_STIG MS_Dot_Net_Framework MS_Defender_Antivirus Microsoft_OneDrive MS_Windows_10_STIG Microsoft_Office_System_2016 Microsoft_Excel_2016,100.00%,100.00%,100.00%,0.00%,0,5,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Workstations_1761_ZoneB,1761,NP0902WK400188,,,AkerT,,,,,,51 d,2,MOZ_Firefox_STIG RHEL_8_STIG,90.71%,0.00%,0.00%,0.00%,2,48,1
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Workstations_1761_ZoneB,1761,NP0902WK402124,,,PumphreyJ,PumphreyJ_$,,,,,51 d,2,MOZ_Firefox_STIG RHEL_7_STIG,92.45%,0.00%,0.00%,0.00%,0,10,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Workstations_1761_ZoneB,1761,NP0902WK402660,,,LopesC,ISSO,,ActDir_OU,,,51 d,16,Adobe_Acrobat_Reader_DC_Continuous_Track_STIG Google_Chrome_Current_Windows MS_Dot_Net_Framework IE_11_STIG JRE_8_and_Windows_STIG Microsoft_Access_2016 MS_Defender_Antivirus Microsoft_Excel_2016 MS_Edge_STIG Microsoft_Office_System_2016 Microsoft_Outlook_2016 Microsoft_OneDrive Microsoft_PowerPoint_2016 Windows_Firewall_with_Advanced_Security Microsoft_Word_2016 MS_Windows_10_STIG,100.00%,100.00%,99.88%,0.00%,1,6,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Workstations_1761_ZoneB,1761,NP0902WK402661,,,LopesC,ISSO,,ActDir_OU,,,51 d,8,MS_Dot_Net_Framework Google_Chrome_Current_Windows MS_Edge_STIG IE_11_STIG Microsoft_OneDrive MS_Defender_Antivirus Windows_Firewall_with_Advanced_Security MS_Windows_10_STIG,100.00%,100.00%,100.00%,0.00%,1,5,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Workstations_1761_ZoneB,1761,NP0902WK402662,,,LopesC,ISSO,,ActDir_OU,,,38 d,9,Adobe_Acrobat_Reader_DC_Continuous_Track_STIG MS_Dot_Net_Framework MS_Defender_Antivirus MOZ_Firefox_STIG Microsoft_OneDrive MS_Edge_STIG IE_11_STIG MS_Windows_10_STIG Windows_Firewall_with_Advanced_Security,100.00%,100.00%,99.67%,0.00%,1,5,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Workstations_1761_ZoneB,1761,NP0902WK402933,,,AndradeJ,ISSO,,ActDir_OU,,,36 d,14,Google_Chrome_Current_Windows MS_Dot_Net_Framework IE_11_STIG MS_Defender_Antivirus Microsoft_Excel_2016 MS_Edge_STIG Microsoft_Access_2016 Microsoft_OneDrive Microsoft_Office_System_2016 Microsoft_Outlook_2016 Microsoft_PowerPoint_2016 Windows_Firewall_with_Advanced_Security MS_Windows_10_STIG Microsoft_Word_2016,100.00%,100.00%,100.00%,0.00%,1,4,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Workstations_1761_ZoneB,1761,NP0902WK417487,,,MaciasP,ISSO,,ActDir_OU,,,51 d,13,MS_Dot_Net_Framework MOZ_Firefox_STIG Google_Chrome_Current_Windows IE_11_STIG MS_Defender_Antivirus Microsoft_OneDrive Microsoft_Excel_2016 Microsoft_Office_System_2016 MS_Edge_STIG Microsoft_PowerPoint_2016 Microsoft_Word_2016 Windows_Firewall_with_Advanced_Security MS_Windows_10_STIG,100.00%,100.00%,100.00%,0.00%,1,4,0
2024-07-11,10,UnclassCore,NP_C10-UnclassCore_Workstations_1761_ZoneB,1761,NP0902WK722121,,,HelgesenJ,ISSO,CMDB_Inactive,ActDir_OU,,,66 d,17,Google_Chrome_Current_Windows Adobe_Acrobat_Reader_DC_Continuous_Track_STIG MS_Dot_Net_Framework MOZ_Firefox_STIG JRE_8_and_Windows_STIG IE_11_STIG MS_Defender_Antivirus MS_Edge_STIG Microsoft_Access_2016 Microsoft_Excel_2016 Microsoft_Office_System_2016 Microsoft_OneDrive Microsoft_PowerPoint_2016 Microsoft_Outlook_2016 Windows_Firewall_with_Advanced_Security Microsoft_Word_2016 MS_Windows_10_STIG,100.00%,100.00%,100.00%,0.00%,1,5,0
2024-07-11,10,NDNSA Site,NP_C10 NDNSA_12412_Site,12412,NUWC Newport,,,,,,,,,196 d,2,Traditional_Security_Checklist Enclave_-_Zone_D,100.00%,100.00%,100.00%,0.00%,0,2,1
2024-07-11,10,ASI,NP_C10-ASI_1838_DBS,1838,ASI_NPRI54WEB53 ,,,MasseyB,MasseyB_$,,,,,119 d,1,Application_Security_Development_STIG,100.00%,100.00%,100.00%,0.00%,0,2,0
